,ACC,MSE,RMSE,MAE,R2
0,0.030243672464744187,0.10882528644424404,0.3056920396553594,0.26908094006806105,-1.606503677022254
1,0.018275568939745714,0.12900434476198877,0.3281501004213399,0.29478372455586865,-1.9870505051437595
2,0.030610187490344897,0.10925108242951616,0.305258732796159,0.2711158257630105,-1.5425402976601095
3,0.016702476187076654,0.12481052567441295,0.32225583842912653,0.28910344805550964,-1.8215621530511261
4,0.022346207299812824,0.10888620315437712,0.30610179586611785,0.2717600925668806,-1.4629529481502923
5,0.02063850713383663,0.11740336561786265,0.3173903519633094,0.28320086687107976,-1.6085662757399706
6,0.019384063458031526,0.1228459663104787,0.32346814062799445,0.28971532616398743,-1.6883064022630827
7,0.018642733650649335,0.12014559101862828,0.32134875079797764,0.28729040582464493,-1.5957683113544452
8,0.022873625448541636,0.12599083161714353,0.32879674793658575,0.295213404568525,-1.6818822363032955
9,0.023518388430451422,0.12639060894232051,0.3245319033627485,0.29036837713701213,-1.6322110857301728
10,0.020185709494064587,0.11393927244970344,0.31345177838497223,0.2793748548259988,-1.3768243018627226
11,0.019694758524913647,0.12305243298670866,0.3218475253050235,0.28789188703085705,-1.5238750783552049
12,0.014039651136580556,0.12232061063554694,0.3252610494951417,0.2909018999279355,-1.499317334313894
13,0.013509985729003771,0.11721878279030194,0.3178770041870731,0.2828271451642345,-1.3837969434626702
14,0.01824098051897898,0.132386616139157,0.3366718619673001,0.30199075701835076,-1.664044026186328
15,0.019532708657910482,0.12628597030517832,0.32966619823175614,0.2941145261940013,-1.5341326478026118
16,0.01844443117431235,0.12040290553149653,0.32164939617990823,0.28574553439194894,-1.401193643363415
17,0.015060477220501666,0.12931350827468374,0.3327641473725867,0.2959902197853271,-1.557583256362495
18,0.01584813068972499,0.13177320459090486,0.3345430391620605,0.29934688967442874,-1.5861283249218812
19,0.018384939240798984,0.13380609626811138,0.33827776581338276,0.30194526601547456,-1.6036825084098667
20,0.024138826775198848,0.12305407469018453,0.32694455148578694,0.2896400752713496,-1.3747952624815247
21,0.017038169761419194,0.11846691414321442,0.3210226355866991,0.28404899753323104,-1.2671894632891825
22,0.018830441006569148,0.12055429926607816,0.3226176052016257,0.2853222210950055,-1.2752021535038616
23,0.01565263093355914,0.1238364451285881,0.32997377789933036,0.29178396677181434,-1.3107740798846084
24,0.01878085812745616,0.12545028458178117,0.33025015332386415,0.2917837769742355,-1.309415938694023
25,0.016529585372024987,0.12969341936593498,0.3389366610956463,0.29992651609979154,-1.3621269203116328
26,0.013280416155868387,0.13675351203735356,0.34590486798098996,0.3070167857906172,-1.4471602335011486
27,0.019151527611210906,0.13124720993607164,0.3387129174787277,0.2976768914918748,-1.3061588819005827
28,0.01615270916722269,0.13229820917547175,0.34158160605844423,0.3002200040614442,-1.2894906889644762
29,0.01328224856945827,0.14209082327825748,0.3519167120790334,0.3096240024063075,-1.4122583481706625
30,0.014596012249808459,0.1292147536165807,0.34073680341771273,0.2972412653288355,-1.156832593604999
31,0.020358086568369724,0.13904170859934345,0.3505006009060378,0.3062162415039224,-1.270832901131122
32,0.014927573764629106,0.1378607679045914,0.3504299787230407,0.304606687387866,-1.2083042828312252
33,0.012820824031389292,0.1465608898225081,0.3623260227751765,0.3151235859837015,-1.2987025333440312
34,0.0130265895836718,0.15269763066596456,0.36892276577661615,0.31953052183083835,-1.344695174684971
35,0.014494586484980816,0.14233191860398992,0.3613892936245354,0.3093769038018062,-1.137275559998759
36,0.017666221354606496,0.15941372306450635,0.3796734804634982,0.32554981138690814,-1.346834945798464
