,fold-1_pred,fold-1_true,fold-2_pred,fold-2_true,fold-3_pred,fold-3_true,fold-4_pred,fold-4_true,fold-5_pred,fold-5_true
0,0.42854506,0.6061123570673872,0.33985266,0.4093876282250545,0.33165902,0.4044140503574759,0.38242233,0.5652782095119677,0.35243714,0.5099471557351569
1,0.43837094,0.6057393957082992,0.31510365,0.40208268573204853,0.3394002,0.4092322039166927,0.36663368,0.5547093565433634,0.392578,0.5085483369599005
2,0.42676613,0.6049016511565187,0.34280333,0.3890270438296549,0.33540875,0.41063102269194895,0.3860514,0.5519117189928505,0.37975693,0.5102580043518807
3,0.4185254,0.6035991234120457,0.32118866,0.3756605533105377,0.3212573,0.4037923531240286,0.3611713,0.5522225676095741,0.3901292,0.5118122474354989
4,0.41686302,0.6018318124748802,0.32843333,0.36649051911719,0.33361703,0.3899595896798258,0.37253487,0.5523779919179359,0.36046,0.5146098849860119
5,0.42634827,0.5995997183450221,0.356906,0.35545539322350017,0.32732767,0.3767485234690705,0.38567472,0.5585949642524091,0.36851752,0.5155424308361829
6,0.43195635,0.5969028410224717,0.3224484,0.3479950264221324,0.33576846,0.37022070251787387,0.37687021,0.5606154802611127,0.3636137,0.5166304009947156
7,0.40565926,0.5937411805072288,0.33070138,0.3422443270127449,0.3195019,0.3683556108175319,0.36661163,0.5593720857942182,0.3923445,0.5141436120609264
8,0.41572517,0.5901147367992934,0.33819038,0.34255517562946836,0.3397078,0.36198321417469703,0.3928435,0.5655890581286913,0.39118618,0.5073049424930061
9,0.42712018,0.5860235098986655,0.32180506,0.34426484302144855,0.3204784,0.3534348772147964,0.37671402,0.5728940006216973,0.40021107,0.504662729250855
10,0.40726042,0.5814674998053451,0.33435112,0.34504196456325775,0.32489553,0.34317687286291576,0.38438985,0.5738265464718681,0.38951665,0.5066832452595587
11,0.41818464,0.5764467065193322,0.30977768,0.3475287534970468,0.31894898,0.3380478706869755,0.37005833,0.5718060304631645,0.36181328,0.5108797015853279
12,0.40681982,0.5709611300406268,0.34533724,0.3514143612060926,0.32644817,0.33385141436120613,0.37861454,0.5666770282872242,0.41396,0.5129002175940318
13,0.40750483,0.5650107703692291,0.339555,0.3512589368977307,0.32517916,0.33338514143612064,0.39839238,0.5575069940938763,0.38702786,0.512589368977308
14,0.41311792,0.5585956275051387,0.3252126,0.3479950264221324,0.32439628,0.3402238110040411,0.37126097,0.5483369599005286,0.3842003,0.513521914827479
15,0.41518456,0.5517157014483558,0.33384657,0.3406900839291265,0.34603688,0.34177805408765927,0.37914246,0.5404103201740753,0.39866373,0.5161641280696301
16,0.3923946,0.5443709921988806,0.32606587,0.33369599005284434,0.34515733,0.3361827789866336,0.3870768,0.5327945290643457,0.40527526,0.5189617656201431
17,0.41096833,0.5365614997567129,0.33856118,0.3271681691016476,0.35782692,0.3377370220702519,0.38462043,0.5279763755051291,0.39672598,0.5181846440783338
18,0.38700062,0.5282872241218526,0.3463883,0.3265464718682002,0.32329294,0.34628535903015223,0.3841427,0.5209822816288467,0.40205288,0.5142990363692882
19,0.40224406,0.5194280385452286,0.34898883,0.3251476530929437,0.33008528,0.3493938451973889,0.3720343,0.5138327634442028,0.3809522,0.5080820640348152
20,0.3958935,0.5105688529686043,0.35160396,0.3251476530929437,0.35668316,0.35514454460677647,0.37351328,0.5097917314267951,0.37852475,0.495492695057507
21,0.39258575,0.5083929126515387,0.34506255,0.32141746969226004,0.35535848,0.3627603357165061,0.3872308,0.5052844264843022,0.40187705,0.4797948399129624
22,0.38508418,0.5069940938762824,0.33552575,0.31659931613304326,0.3347081,0.37084239975132105,0.37540704,0.5026422132421511,0.39608353,0.4650295306185887
23,0.38037503,0.5,0.35031074,0.3133354056574449,0.34318686,0.37597140192726153,0.40282273,0.497357786757849,0.41892037,0.4564811936586882
24,0.3741629,0.490985390115014,0.3530615,0.3094497979483991,0.34744862,0.3783027665526888,0.38555893,0.49082996580665217,0.353875,0.45321728318308985
25,0.37377,0.48197078023002793,0.33310044,0.30742928193969543,0.32841223,0.3806341311781163,0.4073187,0.4808828100714953,0.37981945,0.4496425240907679
26,0.35788324,0.4898974199564811,0.31919563,0.3108486167236556,0.33581516,0.3797015853279453,0.38908213,0.4735778675784893,0.37418228,0.4448243705315511
27,0.37435812,0.5037301834006839,0.3431075,0.3133354056574449,0.3360283,0.3781473422443271,0.38768795,0.4661175007771215,0.39320055,0.4328566987876904
28,0.36437532,0.5256450108797016,0.31907555,0.314112527199254,0.35002285,0.3776810693192414,0.38507754,0.47342244327012756,0.3649908,0.418868511035126
29,0.36496538,0.5561081753186198,0.34803176,0.3153559216661487,0.36797673,0.3818775256450109,0.40249532,0.48228162884675163,0.3586877,0.4090767796083308
30,0.34825283,0.5820640348150451,0.33785003,0.3122474354989121,0.35577837,0.38498601181224756,0.37610513,0.48041653714640975,0.41803843,0.4045694746658377
31,0.3627248,0.5968293441094187,0.3511227,0.30385452284737324,0.35446084,0.3887161952129313,0.37473512,0.48570096363071186,0.4029945,0.41094187130867277
32,0.34732905,0.5988498601181225,0.34823018,0.300590612371775,0.35421944,0.4036369288156668,0.39120924,0.49253963319863237,0.42646104,0.4174696922598695
33,0.34968594,0.5996269816599316,0.32967797,0.30385452284737324,0.35007834,0.4075225365247125,0.40527937,0.49704693814112527,0.3916847,0.42415293751942795
34,0.35695428,0.598383587193037,0.3278358,0.3105377681069319,0.35406035,0.4084550823748835,0.40004635,0.5041964563257695,0.40492788,0.42710599937830274
35,0.35534015,0.5962076468759714,0.3480848,0.31644389182468147,0.33902553,0.41063102269194907,0.40243208,0.504507304942493,0.3955201,0.42570718060304646
36,0.34678164,0.5946534037923532,0.3451404,0.32048492384208893,0.33887133,0.41436120609263305,0.41778007,0.5209822816288467,0.411397,0.42228784581908607
37,0.3504796,0.5932545850170967,0.34773943,0.3200186509170033,0.35789824,0.4174696922598695,0.39738685,0.5400994715573515,0.3777495,0.416070873484613
38,0.33243847,0.5882810071495181,0.34266156,0.31815355921666155,0.36755723,0.4194902082685733,0.3971494,0.542430836182779,0.42595914,0.41265153870065285
39,0.3238094,0.5805097917314268,0.33841825,0.31939695368355614,0.3510749,0.4194902082685733,0.41289875,0.5428971091078645,0.39653546,0.41420578178427114
40,0.3326688,0.5693192415293752,0.35205144,0.32095119676717443,0.3595245,0.4202673298103824,0.39059386,0.5407211687907988,0.38788658,0.41420578178427114
41,0.3218109,0.5589058128691327,0.34781122,0.3243705315511346,0.35617146,0.4202673298103824,0.41754344,0.5425862604911408,0.4052828,0.41140814423375827
42,0.33970746,0.5488032328256138,0.3554006,0.3237488343176874,0.35484627,0.4196456325769351,0.40327442,0.5439850792663972,0.39037976,0.4055020205160087
43,0.31976622,0.5376126826235623,0.3310013,0.3220391669257072,0.36163655,0.433322971712776,0.4087817,0.5439850792663972,0.389241,0.39897419956481195
44,0.30791238,0.5287534970469382,0.3601694,0.3232825613926018,0.34675366,0.4471557351569786,0.42851436,0.5449176251165682,0.4233784,0.39710910786446996
45,0.3280602,0.5195834628535905,0.33232173,0.3239042586260491,0.37964693,0.4488654025489588,0.42812905,0.5450730494249301,0.4207185,0.4042586260491141
46,0.30957633,0.5110351258936898,0.3471825,0.33058750388560787,0.3698284,0.4667391980105689,0.42194498,0.5422754118744171,0.38707677,0.4199564811936586
47,0.3281416,0.504662729250855,0.36106986,0.3403792353124029,0.36525995,0.4841467205470936,0.42981142,0.5380789555486478,0.4044494,0.429592788312092
48,0.28957883,0.49906745414982906,0.33492798,0.34550823748834314,0.37003362,0.5043518806341312,0.41702643,0.5349704693814112,0.40229192,0.4316133043207959
49,0.31154117,0.4916070873484614,0.36389196,0.3478396021137704,0.37189567,0.5271992539633199,0.40929765,0.5346596207646876,0.4033503,0.42819396953683564
50,0.30380166,0.4790177183711532,0.36407584,0.3479950264221324,0.3741328,0.5492695057506994,0.42839172,0.5400994715573515,0.4101052,0.42322039166925707
51,0.29848504,0.4628535903015231,0.34572533,0.3515697855144545,0.3597425,0.5609263288778366,0.4101833,0.5430525334162264,0.41390893,0.4211998756605534
52,0.29293346,0.4449797948399131,0.34507364,0.3528131799813491,0.38017473,0.5714951818464407,0.4203713,0.5400994715573515,0.37973225,0.4211998756605534
53,0.30482882,0.4356543363382033,0.34511057,0.35794218215728935,0.37549114,0.5817531861983214,0.4107062,0.5326391047559837,0.40799215,0.4179359651849549
54,0.3039623,0.42850481815355923,0.35821086,0.37457258315200503,0.3852033,0.5867267640659,0.43141517,0.5285980727385762,0.4175881,0.41622629779297493
55,0.29604536,0.4171588436431458,0.33671337,0.38778364936276033,0.36663672,0.5907677960833074,0.42562383,0.5233136462542742,0.4195217,0.41622629779297493
56,0.29970872,0.41265153870065285,0.35761774,0.3932235001554243,0.3728493,0.5937208579421821,0.39951992,0.5152315822194591,0.43342,0.41420578178427114
57,0.3064009,0.41234069008392915,0.35992807,0.39679825924774637,0.37690276,0.5952751010258004,0.41183734,0.5133664905191172,0.40645242,0.41032017407522536
58,0.3025129,0.41249611439229095,0.33763623,0.39866335094808825,0.3583835,0.5903015231582219,0.43141812,0.511656823127137,0.41615796,0.4078333851414361
59,0.29572698,0.4093876282250545,0.34295246,0.39819707802300286,0.3678832,0.5825303077401305,0.41180694,0.5105688529686043,0.43613374,0.407988809449798
