,fold-1_pred,fold-1_true,fold-2_pred,fold-2_true,fold-3_pred,fold-3_true,fold-4_pred,fold-4_true,fold-5_pred,fold-5_true
0,0.8279716,0.8549635197877512,0.39401835,0.4362149016139729,0.35738817,0.2978111872650899,0.5439975,0.49340408283587545,0.36525315,0.725035006264279
1,0.84257466,0.8579851131255065,0.38270622,0.4292873461566806,0.36024746,0.2956002653106342,0.54254174,0.502911047240032,0.3635819,0.7312255877367528
2,0.83938736,0.8596064558921075,0.3832609,0.4227282776917969,0.3476207,0.2916206057926156,0.5479889,0.5124917090426702,0.3610775,0.7361633134350356
3,0.8170154,0.8612277986587076,0.36845666,0.4162429066253961,0.3554415,0.28601960350799605,0.54495853,0.5217775812513819,0.3606741,0.742869776696883
4,0.82145077,0.8626280492298624,0.36436373,0.41056820694229446,0.3555738,0.2793868376446309,0.54561543,0.5311371508585743,0.36311272,0.749502542560248
5,0.8238227,0.8640282998010176,0.3834761,0.40378804628196585,0.36252305,0.27282776917974805,0.5494284,0.5415284840445138,0.35969082,0.7546613604539756
6,0.82042885,0.8639546024025355,0.36395502,0.39892401798216515,0.3431795,0.26700567469968317,0.5508298,0.5511828432456332,0.36328897,0.7584936251750314
7,0.8119141,0.8629965362222718,0.38450006,0.39597612204289234,0.35020754,0.25934114525757224,0.5501169,0.5603213206573812,0.35982376,0.7619574029036777
8,0.81011415,0.861154101260226,0.37519732,0.39398629228388193,0.3570374,0.24953939125948832,0.54448587,0.5704178642493924,0.35736614,0.7635050482717962
9,0.8197239,0.8592379688996976,0.37237987,0.3917016729309455,0.3495915,0.2406220060431863,0.5554313,0.5788930650748028,0.35760865,0.7659370624216963
10,0.8052464,0.8577640209300612,0.38152575,0.3903014223597907,0.34535456,0.23229420001473944,0.54717964,0.5850099491487954,0.37086555,0.7666740364065148
11,0.804192,0.8548161249907884,0.36166722,0.38971184317193597,0.35024226,0.22374530179084684,0.5559233,0.5916427150121595,0.35150552,0.7673373129928511
12,0.8002028,0.8512786498636595,0.38728252,0.3872061316235538,0.34270817,0.21527010096543586,0.55400926,0.5967278355074068,0.36224824,0.7670425233989238
13,0.79897946,0.8470042007517131,0.38318336,0.38499520966909806,0.35714895,0.2083425455081438,0.55305165,0.6006337976269438,0.36956084,0.7658633650232143
14,0.8039377,0.8436141204215497,0.39003378,0.3834475643009805,0.343892,0.2028152406220063,0.55187815,0.6036553909646987,0.35534203,0.7639472326626868
15,0.7996787,0.8388974869187114,0.3833158,0.38182622153437995,0.35871887,0.19721423833738672,0.55189466,0.6069717738963818,0.36900556,0.7604097575355588
16,0.79405797,0.8338860638219474,0.39470112,0.3809418527525974,0.35977697,0.192350210037586,0.55632824,0.6100670646326187,0.36987376,0.758198835581104
17,0.790039,0.8282850615373278,0.37939215,0.3791731151890332,0.3497458,0.19043407767705767,0.5542263,0.6128675657749283,0.37134764,0.7537032942737123
