,ACC,MSE,RMSE,MAE,R2
0,0.007093806176661623,0.9259991701029132,0.9308189409847357,0.7865712003571471,-0.31940167828540456
1,0.008851518140175213,0.9351873788401077,0.9322619633807641,0.7891177279917563,-0.3098696548916466
2,0.008725122468392908,0.927184194201811,0.9291224909173291,0.7846942221831305,-0.26524989321169246
3,0.007444880809644981,0.9384558166699978,0.9318719678952954,0.7882784293320878,-0.26132538971207514
4,0.00785069512901766,0.9030038734060145,0.9186003431220593,0.7741769486715278,-0.17858907817807926
5,0.0086487139906445,0.8997908978700445,0.9140557223931688,0.7727685186901608,-0.1543502535243667
6,0.008404451054649932,0.8937050970659118,0.9133069657276381,0.7692634670044786,-0.11485899200415536
7,0.00656682585942664,0.8869663217938362,0.9099559452521143,0.7672693185898116,-0.08309566307321767
8,0.007568683247587492,0.8703107484008079,0.90481015939786,0.7619508243891957,-0.034793247810969215
9,0.006550763408440692,0.8749268712234053,0.9044780622236004,0.7611449009424269,-0.021426914372792726
10,0.0072588145945323744,0.898290215540434,0.9166602493087757,0.7756060936337436,-0.03372369364029353
11,0.006903936002718237,0.8930873928392064,0.9131632079242463,0.7702450207490881,-0.0035919676821905533
12,0.00792016668396615,0.8889024113129951,0.9108609774410703,0.7682684604208263,0.01817005652009833
13,0.009173634638585044,0.8690568152625343,0.9034586587413495,0.7598402242874215,0.06007808954209324
14,0.008676219630977918,0.9011022307515663,0.9208293627141556,0.7759602303054204,0.04189893102724636
15,0.00964659333213384,0.8816999650154089,0.9145431500950982,0.7690221059231769,0.08031359146751861
16,0.008571965725165902,0.8839269442474142,0.9137694760952121,0.7681383225653248,0.09350596635966117
17,0.0075407072441984165,0.8782340494674779,0.9134851499614934,0.7672383372277838,0.11719305185917961
18,0.009664520707170639,0.8829566676045267,0.914695969733107,0.770497568040101,0.12244764662814031
19,0.008656000449338093,0.8782200176771131,0.9148061628781707,0.7715624937562237,0.14455615884568332
20,0.00783321983340801,0.8997144501131948,0.9261013265069845,0.7804788425926055,0.1378282689941869
21,0.009035544762858297,0.9011037083371537,0.9269935248332091,0.7813692601637399,0.15185868846412454
22,0.007270532774722485,0.908699355079056,0.9334953479400955,0.7854752693860917,0.1597254060479588
23,0.007291936208477259,0.9135895465070459,0.9355398068352387,0.7900159099203009,0.16841783002839242
24,0.007325430168294515,0.9354266233644805,0.9462591922997048,0.7977125820839409,0.1625882878518979
25,0.007270336113386475,0.9492195547570634,0.9546507744932009,0.805935552908271,0.16425539626371047
26,0.006138043127714647,0.9714750971480827,0.9631365010731477,0.814228616850083,0.1587766195507171
27,0.008367792243526748,0.9560841021947545,0.9587698573848461,0.8114010975124671,0.18638909086066174
28,0.006437520045844492,0.956030717123769,0.9612528339573521,0.8135264658774229,0.20005318271453482
29,0.007595472114340775,0.9817950550422129,0.9768556282319656,0.824040858777034,0.19201821460568566
30,0.007215399070198038,0.9717736336443097,0.9716078468897436,0.8225120224640505,0.2138151408975277
31,0.0077752304219602915,1.0190680500006413,0.9935691924705538,0.8425819978144807,0.18909507583707097
32,0.005755307526494375,1.0182458421590872,0.9934231376080395,0.8426722984373576,0.20322044156401803
33,0.007555438805184957,1.053146869108488,1.0099347984360545,0.8605217650654283,0.19012481173322404
34,0.005497407337469522,1.0767823668759224,1.02277945902948,0.868652714231861,0.185678651046738
35,0.006058888541568777,1.0884833159997513,1.0290923378053238,0.8747375489102027,0.19073434750485152
36,0.006031341029251664,1.0991828565748647,1.0358996860452605,0.8807952923285786,0.19561088866544543
37,0.005893100501334538,1.1302558771899127,1.0482007732584568,0.8932571277252722,0.18783465647781164
38,0.005160319104221877,1.1443679385796226,1.0578964162543696,0.902037861192633,0.1905086858771884
39,0.006190785092360359,1.1601414151205633,1.064465351694802,0.9084705781504513,0.19350761741075906
40,0.005174813339396088,1.2025447880723512,1.0841963189672674,0.925311210593771,0.17749505019463274
41,0.006607897444966509,1.242019641164097,1.1015946428705288,0.9377807673092559,0.16415522273605923
42,0.005707319331502912,1.2459697641861247,1.1051593457119038,0.9427313083015803,0.17425674060602986
43,0.00586592731947589,1.2626813102001706,1.1130653071185719,0.95126574773947,0.17603734867320853
44,0.004867270340209164,1.2865626158518224,1.1235510122516963,0.9601725052146095,0.17309893259654296
45,0.004234525254057397,1.312257601767628,1.1347655185178847,0.972121730666382,0.16853195687622363
46,0.004380068691117582,1.335496330746591,1.1452781395575138,0.9790919970817297,0.1652765713586516
47,0.003705028743366251,1.3555477636143383,1.1545114129899274,0.9881327825152063,0.163276569914865
48,0.00476079593432019,1.3683581681215053,1.160311281296414,0.995804402140754,0.16622739616003834
49,0.004073034460613452,1.3931020687251654,1.1712770506454988,1.0062868282129915,0.16070295203726773
50,0.004930230577611078,1.4199611479227228,1.1818648094989326,1.0101414798761144,0.15457505849367106
51,0.005289868091101313,1.4393358981452884,1.190753831356305,1.0213534336868326,0.15110907129244353
52,0.004442729028186901,1.4711146868538774,1.204099787205793,1.031836127695363,0.13993798577549832
53,0.005081516664227442,1.4865638095056801,1.209703991103801,1.0374958717433362,0.13892325110274548
54,0.0050631965601785015,1.5231812510607077,1.224604436792735,1.046443933864562,0.1253791907764886
55,0.004543437585352758,1.5370887864874925,1.230494437168096,1.051515114856001,0.12301588911284171
56,0.0065537806886178775,1.546567380032075,1.23399449856935,1.0562715767554152,0.12499474279919426
57,0.004386557435168879,1.548781122706687,1.2353341154739068,1.058277506666735,0.12973725620460827
58,0.007171665315471105,1.5927067632480487,1.2517506101866223,1.0679339627734346,0.11077316396009623
59,0.005487590219456395,1.5936139352154723,1.2529284964577665,1.0731948124356026,0.11517717078251058
