,ACC,MSE,RMSE,MAE,R2
0,0.012327490899457153,0.10491406562314887,0.3165410612943768,0.28144311042935294,-1.6882915076028424
1,0.007191870658217003,0.10005953730094141,0.30602580222426473,0.2711025916454691,-1.5133343455762331
2,0.013081454892741396,0.10010194559390621,0.3049588892222955,0.26966822412074953,-1.4535697778616636
3,0.00718335059346451,0.11610594216474357,0.32796119011364294,0.2942230102616018,-1.8115426491412254
4,0.012761744989261919,0.10312356667024518,0.31416004006895976,0.2807034117952808,-1.4620138404787029
5,0.014846868309883365,0.0996854371908203,0.3055156391967846,0.27173983527365914,-1.3233839276716295
6,0.01073636333320344,0.10230086802758102,0.31133793921231356,0.2775906823393866,-1.3424672363346264
7,0.010323992199182818,0.10575682682700087,0.31071627891353565,0.27687001758776936,-1.3838062907998112
8,0.015407289598645364,0.08745328488539147,0.2827721039145628,0.247431784556234,-0.9250528909417806
9,0.014721606831580341,0.09975679468454528,0.3002207705914426,0.2663174844220819,-1.179514038842306
10,0.010664643472343022,0.09687771736613136,0.2979595439564741,0.2634034331993053,-1.07851515711612
11,0.008862918831867333,0.10339288419132561,0.3112865511169535,0.2781723605752239,-1.2202898504227166
12,0.03614636339657234,0.08916041316391517,0.2840017393596258,0.2486154989192509,-0.882916446671721
13,0.014994159166135978,0.08957565162619294,0.28378455774081396,0.24896836501320885,-0.8708484018875404
14,0.0114695261157669,0.09000175776449278,0.28862170897622236,0.25361246104081797,-0.8881792513546743
15,0.02061780379552514,0.07794190525220701,0.2701544050396254,0.23367156880059206,-0.6108786469377723
16,0.02112845447099082,0.08955075386064265,0.28490996939618607,0.24777299732945438,-0.8228822369401279
17,0.027317597146542926,0.07788736478802183,0.26856492071057353,0.22986243954311045,-0.5789530207977731
18,0.02296851366596702,0.0899335147197913,0.28454562875299283,0.24798514766262003,-0.822292007484295
19,0.01794344105436254,0.08689699838753896,0.2839777392037405,0.2469229392719931,-0.7561643699198294
20,0.023262531199707198,0.07495403542494991,0.26668468101024506,0.22868990850436627,-0.48596173328012143
