,ACC,MSE,RMSE,MAE,R2
0,0.008239475412130413,0.8709880760494503,0.9016799290377752,0.7475328677609059,-0.23138769032015752
1,0.009538934676148672,0.8782203564885886,0.9024456663367502,0.7488384909009553,-0.2213807256486471
2,0.008734680799579845,0.8682171786205483,0.898340457622573,0.7438749630975049,-0.17624973967841923
3,0.007853787496283168,0.8822707435898345,0.9018499476128032,0.746778029938931,-0.17662476202914845
4,0.008345684798269115,0.8443470074408791,0.8862219050432716,0.7312540755034919,-0.0908573924369644
5,0.00874717358474371,0.8291146693958062,0.879548513298958,0.7257181865255972,-0.04952915245099235
6,0.009616682161766404,0.8257365596916327,0.8781003170467264,0.7214690455428879,-0.019830915587854457
7,0.0074695563463739656,0.8171622532413674,0.8752718066897215,0.7168470501680566,0.012883805442861296
8,0.00910559051875807,0.7859664956967667,0.8632186610641889,0.7080566424205142,0.07325448485140411
9,0.007542638408406626,0.8038759598300032,0.8676847191889856,0.7122150735309322,0.06871568618295315
10,0.009878635402070294,0.827604672720385,0.8797057686015692,0.7248215254698719,0.05728997617825158
11,0.009060756435649416,0.8252550766552906,0.8778283159071907,0.7211623036327507,0.08059781859487629
12,0.008834270310846097,0.824170433558265,0.8782426229772822,0.7217529790156602,0.09784856801958439
13,0.011365577248850922,0.8117470089866786,0.8742092119270493,0.7160901475236429,0.13213885513545573
14,0.011033254213943272,0.826177922419317,0.883791168507322,0.7247195957423074,0.12822458658681776
15,0.012234296492068867,0.8174750887362027,0.8838243848805807,0.7232122924899633,0.1541023370628195
16,0.009376546837338759,0.8080890463339517,0.8769595386625996,0.7185664797188519,0.177818442725758
17,0.008652573104905274,0.8135575094449207,0.8823832554083609,0.722720883196256,0.18820742160523102
18,0.009369808764740315,0.8163046958475141,0.8802844438683515,0.724062906928382,0.19417810883304398
19,0.008723606627696839,0.8031467683027169,0.8788128242037025,0.7234944144870423,0.22469432887536434
20,0.00994786347158262,0.8378692484994115,0.89581045247291,0.7380216309550908,0.2032834857935766
21,0.009326897479229783,0.8279784715288685,0.8913788457278058,0.7356508097131945,0.2261737631046099
22,0.00720951083770414,0.8536491757364573,0.9067526168169879,0.74771746414864,0.2146700794853992
23,0.0059566293778093695,0.8553864629597018,0.9074266613113141,0.7509824481807618,0.22537549886628375
24,0.0073492012343667765,0.8788213083127453,0.9191245857194195,0.7601329935901068,0.21817967829366855
25,0.009000085081492571,0.8835479257770025,0.9242021975272601,0.7657788640466051,0.2266778235957339
26,0.006911244225528212,0.9119122917350072,0.935795518555047,0.7761717502615971,0.21444257340622644
27,0.009857798323256683,0.9209895692414339,0.9409150452814542,0.7806259055862339,0.21931474673940174
28,0.006998001288390662,0.906460276231423,0.9381791660282192,0.7822427521342881,0.24428550923620698
29,0.009507851028233065,0.9424906131639068,0.9587246560940615,0.796147900861779,0.22627302141521116
30,0.008305251397247798,0.9339874017627797,0.9549589119358525,0.7951065471729156,0.24581232863259253
31,0.00752107477083877,0.976349474768213,0.9759382242138912,0.8153599636245387,0.22413058628979837
32,0.006270114949436942,0.9779470160922753,0.9768552657215335,0.8171920493266659,0.23607371142227931
33,0.009356268663517834,1.0167955778993045,0.9941754163381574,0.834704431812573,0.21913440994089559
34,0.005724601815553467,1.0365332123907547,1.0055564827794101,0.8431501202923146,0.21688053454159614
35,0.007876307669599427,1.0638089937942106,1.0190670921475187,0.8541254923277093,0.2095639271584557
36,0.007320814003242902,1.0751069232718566,1.0264644717908953,0.8606851876978393,0.2135273264856422
37,0.008226540364292685,1.1324975464448033,1.0502947350694922,0.8814248084397472,0.18588716487574936
38,0.00628887723069887,1.1202147396270863,1.0484075018674228,0.8841140972125312,0.20725623673470023
39,0.008420116790532405,1.1549380050500921,1.0640542164885471,0.8951869749240948,0.1959355525849347
40,0.006175577244649016,1.1887162932306659,1.0800028215925506,0.9119212294774169,0.18568184478651661
41,0.0065566749189293365,1.2410031917907673,1.1022883210154362,0.9287653438235934,0.16295695255488435
42,0.006690106022407309,1.2538314172552465,1.1101927348980678,0.936401737892543,0.16720096003490392
43,0.0071089927404332665,1.260241260638954,1.113336008563976,0.9414468614702205,0.17618229225455417
44,0.0042948019079782785,1.2938283272870035,1.1293015535874733,0.95612385842579,0.16560787742463196
45,0.004408169668155328,1.328146048943509,1.1433319223754677,0.9700505311641147,0.15587249886740703
46,0.004820044275931786,1.3647384255577881,1.1585742486481498,0.9824027011748114,0.14509162816837567
47,0.004195419819341071,1.3837256787469276,1.1678047320411973,0.988864260827004,0.14321545864345656
48,0.005786616204671042,1.4018310167028178,1.1767603019363342,0.9989270781839777,0.1425761943950515
49,0.004599888922385803,1.4314614384697,1.1890914122053846,1.0095489296514593,0.13454722290204132
50,0.004728454074919558,1.4660884696389396,1.2022774609073812,1.017291200741531,0.12402280262318195
51,0.005734240672274291,1.4897234777522175,1.2134339511831547,1.032157679182875,0.11830716802703807
52,0.003928937100008478,1.5317455200328234,1.2297447346568815,1.0445779509401787,0.1023282470790754
53,0.005790288575767797,1.561191727175188,1.2416717794716725,1.053418733453649,0.09244174408840751
54,0.005018736975133527,1.5799102754003114,1.2484954562315334,1.057258858010239,0.08989068956109603
55,0.0044502319001089915,1.6111533045756212,1.2609138291505657,1.0685589589923958,0.07768063520556875
56,0.006937986514806621,1.6373112289433143,1.271439434763475,1.0805603926117842,0.07045238095428334
57,0.004586831836850583,1.6332241048560456,1.2699649325639044,1.0818537948064124,0.0798074358249085
58,0.00894846301264478,1.6861284586293146,1.289801195786317,1.0932753418314756,0.05496863497523658
59,0.0057411496507618585,1.6966277688201923,1.294182817653041,1.1010814160619269,0.055322870827560405
