,fold-1_pred,fold-1_true,fold-2_pred,fold-2_true,fold-3_pred,fold-3_true,fold-4_pred,fold-4_true,fold-5_pred,fold-5_true
0,0.8699983,0.8549635197877512,0.40875724,0.4362149016139729,0.37079656,0.2978111872650899,0.6111553,0.49340408283587545,0.31151256,0.725035006264279
1,0.859872,0.8579851131255065,0.40925348,0.4292873461566806,0.3780673,0.2956002653106342,0.61389893,0.502911047240032,0.3078868,0.7312255877367528
2,0.8593189,0.8596064558921075,0.4198963,0.4227282776917969,0.3547517,0.2916206057926156,0.61264765,0.5124917090426702,0.30986175,0.7361633134350356
3,0.8463278,0.8612277986587076,0.42470866,0.4162429066253961,0.3720712,0.28601960350799605,0.61614114,0.5217775812513819,0.30390865,0.742869776696883
4,0.8567072,0.8626280492298624,0.42941922,0.41056820694229446,0.37335747,0.2793868376446309,0.6184274,0.5311371508585743,0.3170382,0.749502542560248
5,0.8596537,0.8640282998010176,0.42347208,0.40378804628196585,0.35834193,0.27282776917974805,0.62264615,0.5415284840445138,0.3211808,0.7546613604539756
6,0.85102654,0.8639546024025355,0.41797304,0.39892401798216515,0.3693503,0.26700567469968317,0.61240935,0.5511828432456332,0.31746447,0.7584936251750314
7,0.8459664,0.8629965362222718,0.42004213,0.39597612204289234,0.36134747,0.25934114525757224,0.6127527,0.5603213206573812,0.3225619,0.7619574029036777
8,0.84138924,0.861154101260226,0.4251309,0.39398629228388193,0.35407832,0.24953939125948832,0.612746,0.5704178642493924,0.3507008,0.7635050482717962
9,0.8443079,0.8592379688996976,0.40367872,0.3917016729309455,0.36961865,0.2406220060431863,0.6126709,0.5788930650748028,0.3201158,0.7659370624216963
10,0.8413264,0.8577640209300612,0.4157949,0.3903014223597907,0.36593902,0.23229420001473944,0.6164707,0.5850099491487954,0.31382278,0.7666740364065148
11,0.85027325,0.8548161249907884,0.42860425,0.38971184317193597,0.35210636,0.22374530179084684,0.6221709,0.5916427150121595,0.30461988,0.7673373129928511
12,0.8412339,0.8512786498636595,0.43447578,0.3872061316235538,0.3674393,0.21527010096543586,0.6230759,0.5967278355074068,0.30759814,0.7670425233989238
13,0.8416279,0.8470042007517131,0.42266247,0.38499520966909806,0.35684177,0.2083425455081438,0.62170714,0.6006337976269438,0.3100343,0.7658633650232143
14,0.83876467,0.8436141204215497,0.41961604,0.3834475643009805,0.35657385,0.2028152406220063,0.6209293,0.6036553909646987,0.32763577,0.7639472326626868
15,0.8340694,0.8388974869187114,0.40268737,0.38182622153437995,0.35916874,0.19721423833738672,0.62687594,0.6069717738963818,0.34744704,0.7604097575355588
16,0.82983816,0.8338860638219474,0.4248981,0.3809418527525974,0.35323024,0.192350210037586,0.6183424,0.6100670646326187,0.32769346,0.758198835581104
17,0.83895844,0.8282850615373278,0.4019827,0.3791731151890332,0.35236648,0.19043407767705767,0.62258595,0.6128675657749283,0.33510038,0.7537032942737123
18,0.8242098,0.8212101112830714,0.426287,0.37902572039206994,0.36141884,0.1892549193013484,0.6163753,0.6136045397597463,0.30746666,0.7494288451617654
19,0.8309699,0.8121453312698059,0.42237067,0.37696219323457925,0.36342037,0.18807576092563916,0.62175304,0.6127201709779646,0.33910304,0.7456702778391922
20,0.82310665,0.8033016434519866,0.43390083,0.3746775738816428,0.37057346,0.1879283661286757,0.63193965,0.6119831969931457,0.33598423,0.7402166703515363
21,0.8138532,0.794457955634166,0.4148175,0.37202446753629603,0.36847073,0.18741248433930258,0.631958,0.6107303412189551,0.33322,0.7353526420517351
22,0.81830454,0.7842877146436726,0.433683,0.3679711106197949,0.35354552,0.18674920775296577,0.63598126,0.6107303412189551,0.3369849,0.7315203773306802
23,0.80502516,0.7744859606455892,0.41658324,0.36406514850025795,0.36787271,0.1843908910015477,0.63812506,0.608740511459946,0.33988678,0.7271722308202522
24,0.8072747,0.7647579040459873,0.42026305,0.3594222123959021,0.3656234,0.18173778465620183,0.6299434,0.6066769843024544,0.32360592,0.7226766895128605
25,0.80829394,0.7545876630554944,0.42930812,0.35676910605055623,0.37922114,0.1792320731078194,0.6422772,0.6049819441373718,0.33538312,0.7182548456039504
26,0.80678236,0.74596506743312,0.40747148,0.35544255287788395,0.37052366,0.1773896381457729,0.6325801,0.6026236273859533,0.31422395,0.7126538433193312
27,0.7951218,0.7372687744122635,0.43316227,0.3541896971036915,0.36877927,0.17584199277765533,0.6313318,0.6021814429950623,0.30506718,0.7064632618468565
28,0.7866854,0.7287935735868527,0.41737705,0.35197877514923714,0.37335783,0.17591569017613629,0.63720196,0.6047608519419265,0.34466904,0.7004937725698279
29,0.7905566,0.7195813987766231,0.43847746,0.34939936620237244,0.3508572,0.1792320731078194,0.64322996,0.6172157122853563,0.35296547,0.6943768884958361
30,0.7794836,0.709337460387649,0.4372431,0.34424054830864437,0.36418387,0.1801901392880827,0.63770455,0.6178789888716927,0.3556201,0.6896602549929982
31,0.7825062,0.6985776402093005,0.44518894,0.33937652000884366,0.3736946,0.18461198319699323,0.6324325,0.6258383079077308,0.3413761,0.6835433709190064
32,0.77398306,0.6878915174294344,0.43623245,0.335691650084752,0.37899232,0.2180706021077452,0.63721913,0.6346082983270693,0.35164285,0.6775001842434958
33,0.76842976,0.6766895128601962,0.41690403,0.3317119905667325,0.3727934,0.22448227577566526,0.63554573,0.6413884589873975,0.33122587,0.6732257351315498
34,0.78202945,0.6661507848772943,0.43094793,0.32802712064264083,0.37078655,0.23000958066180277,0.64458853,0.6464735794826444,0.32878548,0.669024983418085
35,0.77120376,0.6551698725035,0.4432748,0.322647210553467,0.37080827,0.2405483086447051,0.6435464,0.6500847520082544,0.32926267,0.6647505343061391
36,0.7586773,0.6408725771980248,0.42801967,0.3164566290809936,0.3720823,0.25197140540938867,0.64547825,0.6534011349399362,0.34959242,0.6609182695850833
37,0.7625734,0.6276807428697766,0.41721788,0.31004495541307353,0.38678694,0.2628786203847,0.6495462,0.6555383594959094,0.3115771,0.656864912668583
38,0.7537206,0.6166261330975016,0.43038532,0.3043702557299728,0.3765098,0.2732699535706382,0.64944565,0.656054241285283,0.3453835,0.6531800427444914
39,0.7468001,0.6045397597464812,0.4414584,0.2978111872650899,0.38161635,0.28196624659149494,0.6469713,0.6581177684427741,0.3327352,0.6494951728203993
40,0.75256366,0.5922322942000147,0.43006408,0.2902940526199429,0.37892497,0.2884516176578966,0.64078784,0.6590021372245558,0.33532447,0.6460313950917538
41,0.7506374,0.5813250792247033,0.45148885,0.28329279976416855,0.37269998,0.2949369887242983,0.6483062,0.660328690397229,0.3186269,0.6428624069570348
42,0.7314853,0.5711548382342109,0.4344564,0.2801975090279316,0.3751635,0.29913774043776264,0.6445281,0.6637187707273928,0.33027762,0.6421254329722164
43,0.7315353,0.5608372024467534,0.4467419,0.2776181000810669,0.38878644,0.3101923502100372,0.6427374,0.6674773380499661,0.34144744,0.6413147615889159
44,0.7272456,0.5515513302380426,0.4378467,0.27688112609624826,0.38574603,0.32227872356105847,0.64668417,0.6704252339892398,0.35878783,0.6420517355737339
45,0.72284746,0.5432235242095951,0.43421283,0.2769548234947301,0.38662136,0.33296484634092405,0.6476131,0.6728572481391404,0.3337889,0.6438204731372976
46,0.7219157,0.5343798363917753,0.4400523,0.27931314024614884,0.38739234,0.3501363401871913,0.6569067,0.6740364065148499,0.33203745,0.6460313950917538
47,0.721045,0.5247991745891372,0.4567284,0.2815977595990862,0.38987517,0.3648021224850764,0.64732844,0.6735205247254772,0.3563984,0.6509691207900357
