,ACC,MSE,RMSE,MAE,R2
0,0.00858066545062051,0.918952106219144,0.9193866109236943,0.7704054056753331,-0.3156072816110356
1,0.010519179744972984,0.9295579499744203,0.9214838242048906,0.7714483659292893,-0.30955170371075635
2,0.008859492964446459,0.9134523436491063,0.9139179605109999,0.763661440605746,-0.2496559361026381
3,0.0077850589739463984,0.9288540058113905,0.9190648378500349,0.7673445674762145,-0.24975580530851324
4,0.007507613821743921,0.8853447237508109,0.9020540992480353,0.7512246052348013,-0.15976638337145102
5,0.008676467830845493,0.8833357669507637,0.9016181756204501,0.7503826359808622,-0.12971607906741583
6,0.00954172657948682,0.8702220761357464,0.8964632558197204,0.7422486464030864,-0.08307048134780645
7,0.006766728974724923,0.8659906765468246,0.8954691698183852,0.7429996737089258,-0.057077869555791236
8,0.008266915600728716,0.815654897232859,0.8753521690598889,0.7228301831225736,0.03124177339605414
9,0.006134926348223231,0.8379164445861734,0.8800442271668745,0.7278368532035783,0.02136240451135607
10,0.008157823631759528,0.8553490973454385,0.8876492138569043,0.7390058657777168,0.017739107346105388
11,0.008758391500329114,0.8887758113528837,0.9053926236406518,0.750575913524124,0.002085365958343799
12,0.008567949880297967,0.8764623199435949,0.8985981814546882,0.7473295482973461,0.030931672077360296
13,0.010184081286184322,0.8557385274045753,0.8922431308518867,0.7396700633157647,0.07651023745219002
14,0.008151896724061821,0.8591879109164549,0.8970371852917275,0.7430510104603115,0.08648637627226566
15,0.010916912074515905,0.8345514073639008,0.8902756309434926,0.7348219148605896,0.13164170677718276
16,0.008828783774675938,0.841637752179809,0.889910313526413,0.7368041647437819,0.13858697130254558
17,0.00896718230595683,0.8465333498327581,0.8967352496053247,0.7409694069173495,0.15173151756465858
18,0.008867526162845557,0.8600596396733942,0.8985189472464817,0.7466619955436378,0.1483664151840952
19,0.007786114897256204,0.8320641146199973,0.8915297912522728,0.742251059046045,0.19229955483661335
20,0.009118826762708487,0.8660003214441977,0.9074441574082371,0.7545829060022806,0.17315998879804217
21,0.008203121721158389,0.862621517272381,0.9070340524563504,0.7545634148397193,0.1908080777277607
22,0.007337721840586492,0.8967060659574166,0.9265612039594255,0.7726113207315695,0.17173621941157738
23,0.0045080131235529465,0.8839125586664351,0.9201326311055066,0.7699574203560713,0.19632056537346942
24,0.006183647767893188,0.913090395622216,0.9341196332385753,0.7812774235109142,0.18474136295966168
25,0.008462426566064109,0.9232212409820914,0.9415256378461665,0.7876556608149738,0.19028660489155547
