,ACC,MSE,RMSE,MAE,R2
0,0.030194395686131074,0.12158742125585613,0.3216152143413374,0.28547682549719744,-1.9000059782304788
1,0.017218017772940842,0.1381637458543259,0.33962069931524647,0.3063252177506824,-2.1922942846304885
2,0.02838830935208835,0.12404107300003715,0.3258374898626512,0.29149259128655924,-1.8817703911183383
3,0.01659603540852808,0.1368682209977445,0.33890976429457326,0.30567415435147155,-2.0982654887986967
4,0.026080453730193843,0.12138775033135966,0.32288480955601023,0.2888493975557894,-1.7407629490771401
5,0.018221654192574748,0.12665583676593178,0.3311674598176404,0.2968421688361167,-1.8162333817615195
6,0.01986654573232291,0.13101464821960657,0.3362425309642211,0.30259203844193266,-1.866665116899077
7,0.012941701983467158,0.13840536298696,0.3470152264824085,0.3135345775600284,-1.9911939469479094
8,0.023050287223999776,0.1338283556374747,0.342433391348942,0.3083803343588295,-1.860051916725806
9,0.020287516759027874,0.14158220083113746,0.34458170054309584,0.31039884208469065,-1.9484399370879317
10,0.016792238721230576,0.1291933929372821,0.3344505157652734,0.29989413679441673,-1.6904377116041123
11,0.020712394789110272,0.13234648315831096,0.3375750682123865,0.30362440051910883,-1.726007746921875
12,0.011491190444799364,0.13774074230801153,0.348040748480694,0.3136151410627268,-1.8180036048018458
13,0.011385662169100258,0.12809303785710804,0.33438073264038815,0.2983609589046237,-1.6111660518930944
14,0.014115593960201192,0.1452201948684755,0.3559208732649585,0.3205593261346417,-1.9243401463501049
15,0.019876329829753427,0.13456029877085396,0.34296421215261336,0.3061040205643351,-1.7042818375390518
16,0.016886138931627763,0.13303921780962213,0.34064686120902204,0.3035001196827417,-1.6591271227181914
17,0.013860579756411917,0.14404680860804897,0.35335356179770383,0.3158967746364153,-1.8500871354612738
18,0.01259073646176726,0.14276749042734663,0.35019633061018446,0.31433001216427564,-1.806726691622988
19,0.01694736704332046,0.14846994517609713,0.3593491525413067,0.3219709654411168,-1.891859775734643
20,0.019330539930127982,0.13299658382948695,0.34210656207336254,0.30364461029059625,-1.5693602126778645
21,0.01841793656752195,0.1311772340010525,0.34020713449901707,0.3011694791507167,-1.5158244812135133
22,0.018465430323211334,0.139356985698168,0.3494336235297302,0.31081524959928947,-1.6303887414157465
23,0.014166805902764512,0.13787871134116314,0.3514386224866287,0.3114178088013163,-1.5749759337460154
24,0.019866008082598703,0.14224628482219287,0.35352540756706685,0.3134472853331711,-1.6201097067354646
25,0.015225090649766081,0.14655139533636324,0.36147914613550125,0.32120754560813713,-1.6679073606917556
26,0.011251047321225683,0.15174795664265908,0.3669195846066171,0.3266351464449183,-1.7176190840346925
27,0.01896269696004412,0.1425409220849003,0.35671762820953307,0.31420983211729614,-1.5106418920003817
28,0.01806190471928625,0.15133865773775945,0.3660770608664691,0.3225726363535787,-1.6170771199435001
29,0.007539470847563156,0.1569158294208795,0.37434656618295487,0.32996231922507824,-1.6693844424585318
30,0.013419105976914151,0.14226095158824453,0.3603780646721835,0.31416925567472337,-1.3771582627209518
31,0.022277099614176246,0.15386161216956318,0.3709205605095282,0.32379873147464516,-1.5144313682655628
32,0.014539640640057616,0.1578371501242089,0.37689077696603696,0.3283928959049046,-1.530008424505148
33,0.013612173695851021,0.16213140838918924,0.3834148378536383,0.33423120863189365,-1.5453751963629816
34,0.01213523784857189,0.1653569630988335,0.38727193433872226,0.3361240097480872,-1.5410989897328136
35,0.015672501085413442,0.16120086357727648,0.3859101052796446,0.3321456489064124,-1.4220257783983494
36,0.019428161346167545,0.17484614962714637,0.4015006737440913,0.3437643775631648,-1.5730981480698092
37,0.016218800275859747,0.17517330872952164,0.4029444288876677,0.3438037092464471,-1.5195693685919125
38,0.023016228691903305,0.17433761260841707,0.39910984754039847,0.3406529480083386,-1.4568972082899432
